by,descendants,id,kids,score,text,time,title,type,url
xbmcuser,1.0,20540539,[20540938],8,,1564205105,New Device Turns Heat into Light Could Boost Solar Cell Efficiency to 80%,story,https://www.sciencealert.com/device-that-channels-heat-into-light-could-boost-solar-efficiency-to-80-percent
ISL,0.0,20535826,,8,,1564157297,‘It snuck up on us’: Scientists surprised by asteroid that just missed Earth,story,https://www.washingtonpost.com/nation/2019/07/26/it-snuck-up-us-city-killer-asteroid-just-missed-earth-scientists-almost-didnt-detect-it-time/
tosh,66.0,20529953,"[20532413, 20532391, 20532373, 20530263, 20532642, 20529970, 20532544]",46,,1564090147,"Hot weather cuts French, German nuclear power output",story,https://www.reuters.com/article/us-france-electricity-heatwave/hot-weather-cuts-french-german-nuclear-power-output-idUSKCN1UK0HR
spking,10.0,20532551,"[20532895, 20532771, 20533203]",11,,1564118496,How the U.S. Could Lose a War with China,story,https://www.theatlantic.com/politics/archive/2019/07/china-us-war/594793/
rolph,50.0,20536767,"[20537106, 20536788, 20537079, 20537711, 20537039, 20537167, 20537687]",57,,1564163641,The floppy disk orphaned by Linux,story,https://hackaday.com/2019/07/26/retrotechtacular-the-floppy-disk-orphaned-by-linux/
n0pe_p0pe,1.0,20532276,[20532620],12,,1564114057,SpaceX Just Flew Its Starship Prototype for the First Time,story,https://www.wired.com/story/spacex-starhopper-starship-rocket-first-test-flight/
smacktoward,0.0,20534747,,4,,1564148827,Why Soda Companies Switched from Sugar to High-Fructose Corn Syrup,story,https://www.motherjones.com/food/2019/07/the-secret-history-of-why-soda-companies-switched-from-sugar-to-high-fructose-corn-syrup/
QuickToBan,29.0,20530813,"[20531186, 20531497, 20531124, 20531179, 20531810, 20531100, 20531102, 20531103, 20531391, 20531139, 20531128, 20531086, 20531148, 20531101]",106,,1564096644,Alaskan glaciers melting 100 times faster than previously thought,story,https://www.nationalgeographic.com/environment/2019/07/alaskan-glaciers-melting-faster-than-previously-thought/
coldpencil,2.0,20532615,[20532936],4,"Hi, is there anyone who has deep insights into Apache Druid?<p>I have some questions about it<p>- Is Druid recommendable in terms of its performance and  functions?                                                            
 - If you are in the actual use of Druid, for which purpose are you utilizing it and which benefits does it provide?
 - How is it compared to other time-series databases?
 - We are thinking of linking Druid-processed data with BI tools. If you are currently linking Druid-processed data with other next-steps what would that be?<p>I would really appreciate your advice thanks!",1564119505,Ask HN: Opinions on Apache Druid engine,story,
roecuco,0.0,20539749,,5,,1564190059,"Kubernetes 101: Pods, Nodes, Containers, and Clusters",story,https://medium.com/google-cloud/kubernetes-101-pods-nodes-containers-and-clusters-c1509e409e16
dizzydiz,43.0,20548745,"[20549967, 20550717, 20550051, 20549002, 20553640, 20552276, 20551793, 20549844, 20549159, 20550019, 20550963, 20549721, 20551010, 20549416]",42,Will better tooling (think WebFlow or Google’s AI as a service) and more accessible training lead to:<p>- more devs -&gt; lower wages for employees and;<p>- more startups -&gt; higher funding requirements<p>for new entrepreneurs?,1564335150,Ask HN: Will tech be saturated in 10 years?,story,
valiant-comma,0.0,20539454,,3,,1564186629,The First Modern Organizational Chart Is a Thing of Beauty,story,https://slate.com/human-interest/2014/02/the-first-modern-organizational-chart-is-a-thing-of-beauty.html
blendergeek,0.0,20539183,,5,,1564183247,"No, Lyme disease is not an escaped military bioweapon",story,https://theconversation.com/no-lyme-disease-is-not-an-escaped-military-bioweapon-despite-what-conspiracy-theorists-say-120879
ga-vu,0.0,20530113,,5,,1564091271,Atlanta pauses scooter permits after deaths,story,https://www.nbcnews.com/tech/tech-news/atlanta-pauses-scooter-permits-after-deaths-n1034581
Avalaxy,0.0,20538087,,5,,1564172839,Amazon Web Services is growing significantly slower than Microsoft’s Azure,story,https://finance.yahoo.com/news/amazon-web-services-is-growing-significantly-slower-than-microsofts-azure-145839778.html
Tomte,0.0,20537987,,3,,1564171994,The writer who made me love comics taught me to hate them,story,https://www.polygon.com/2016/3/1/11139828/the-dark-knight-returns
ankitkumar98,0.0,20537744,,4,,1564170028,Figma- the Startup Which Brought Google Docs-Like Collaboration to the Design,story,https://medium.com/the-spectrum/breakout-companies-memo-3-figma-f09dc8f4ab5
spking,2.0,20541820,[20542030],8,,1564232130,"Russian Hackers Build Fake Skype, Signal, Pornhub Apps to Lure Victims",story,https://www.defenseone.com/technology/2019/07/russian-hackers-build-fake-skye-signal-pornhub-apps-lure-victims/158713/?oref=d-river
AndreyKarpov,1.0,20537320,[20537323],3,,1564166937,Best Copy-Paste Algorithms for C and C++. Haiku OS Cookbook,story,https://www.viva64.com/en/b/0645/
Yuqing7,0.0,20529570,,7,,1564087929,Alibaba Is Open-Sourcing Its Powerful New RISC-V Processor for 5G and AI,story,https://medium.com/syncedreview/alibaba-is-open-sourcing-its-powerful-new-risc-v-processor-for-5g-and-ai-dcb6f4eebbc4
manjana,2.0,20533034,"[20533282, 20536992, 20537435]",14,,1564126448,Research: The Average Age of a Successful Startup Founder Is 45 (2018),story,https://hbr.org/2018/07/research-the-average-age-of-a-successful-startup-founder-is-45?gig_events=socialize.login
jseliger,151.0,20539113,"[20539836, 20539619, 20539456, 20539336, 20539471, 20539496, 20539329, 20539441, 20539449, 20539483, 20541151, 20540080, 20539526, 20539529, 20539477, 20539603, 20539446, 20539421, 20539499]",63,,1564182332,"Europe embraces rent controls, a policy that never works",story,https://www.economist.com/europe/2019/07/18/europe-embraces-rent-controls-a-policy-that-never-works
alehlopeh,0.0,20533059,,4,,1564126788,The Problem of Mindfulness,story,https://aeon.co/essays/mindfulness-is-loaded-with-troubling-metaphysical-assumptions
gilad,2.0,20532586,"[20532866, 20533118]",6,,1564118958,A Bipartisan Bill That Could End Our Robocall Hell Just Passed the House 429-3,story,https://gizmodo.com/a-bipartisan-bill-that-could-end-our-robocall-hell-just-1836675610
rootforce,7.0,20531586,"[20531671, 20531917, 20531786, 20531633, 20531850]",26,,1564104814,"Watch SpaceX hop StarHopper, untethered 20 meters [video]",story,https://www.youtube.com/watch?v=aChE86D0c_A
reddotX,0.0,20532000,,4,,1564110014,SDL 2.0.10 Released,story,https://www.patreon.com/posts/project-sdl-2-0-28649711
brundolf,0.0,20531431,,3,,1564103264,Apple will begin getting rid of the MacBook’s butterfly keyboard this year,story,https://www.theverge.com/2019/7/25/8930531/apple-macbook-butterfly-keyboard-new-design-pro
schandur,0.0,20542556,,4,,1564242651,Cyber attack hits email users probing Russian intelligence,story,https://www.ft.com/content/876fb2d8-af92-11e9-8030-530adfa879c2
tinnet,2.0,20529791,[20529940],6,,1564089337,A case study about compression and binary formats for a REST service,story,https://medium.com/@julianojuliocosta/a-case-study-about-compression-and-binary-formats-for-a-rest-service-7de9c4535cb8
dawhizkid,2.0,20539141,"[20539666, 20539352, 20546852]",6,,1564182750,"Ask HN: For those in 20s or 30s who retired, what do you do all day?",story,
erfaniaa,98.0,20542731,"[20542885, 20543001, 20543040, 20542990, 20543896, 20542762, 20543413, 20542986, 20547624, 20544689, 20544597, 20542968, 20547220, 20548531, 20543166, 20549709, 20543339, 20542897, 20543736, 20542977, 20543083, 20543076]",89,,1564244887,GitHub banned all Iranian users. Our accounts are restricted. Please support us,story,https://github.com/1995parham/github-do-not-ban-us
bricss,61.0,20546679,"[20547036, 20547237, 20547116, 20547074, 20547246, 20548120, 20546980, 20551613, 20547019, 20548095, 20547042]",32,,1564307395,Adobe shambles – Why subscription software should be illegal,story,https://www.eoshd.com/2019/07/adobe-shambles-why-subscription-software-should-be-illegal/
rschnalzer,4.0,20530413,"[20530483, 20530493]",19,,1564093533,Equifax endangered millions. It’s now hoping you won’t seek $125 in compensation,story,https://www.latimes.com/business/story/2019-07-25/column-equifax-facebook-privacy-settlements
mlejva,4.0,20540653,"[20550218, 20541063, 20541866]",10,,1564207746,Ask HN: How do you introduce new team members to your codebase?,story,
jurmous,0.0,20537514,,4,,1564168308,"Wildfires Ravaging the Arctic Are So Intense, You Can See Them from Space",story,https://www.sciencealert.com/unprecedented-wildfires-are-ravaging-the-arctic-and-the-images-from-space-are-astonishing
aracena,0.0,20536347,,6,,1564161084,"Ask HN: Once you train a ML Model, Where do you run it?",story,
kediz,60.0,20530326,"[20531006, 20531085, 20530961, 20530368, 20536199, 20531373]",53,,1564092828,"Russian Hack of Elections System Was Far-Reaching, Report Finds",story,https://www.nytimes.com/2019/07/25/us/politics/russian-hack-of-elections-system-was-far-reaching-report-finds.html
liamg,6.0,20555179,"[20555230, 20555228, 20555271]",27,No status page update as yet...,1564411928,Slack Is Down Again,story,
joanna_,52.0,20537209,"[20537280, 20537425, 20537258, 20537430, 20537491, 20537574, 20537398, 20537512, 20538581, 20538264, 20540363, 20537592, 20537902, 20541379, 20537275, 20537553, 20537540, 20538181, 20538674, 20537770, 20537783, 20537606, 20537708, 20538021, 20537765, 20538691, 20537497, 20538153]",32,I am launching a small business. I do not have much budget. I cannot spend more than $5 per month.<p>I am going to host my web app on digitalocean. Is digitalocean right choice?<p>What is your experience with hosting providers?<p>Who is the best for low budget?,1564166210,Ask HN: What are good hosting providers?,story,
elliekelly,85.0,20545067,"[20545613, 20545416, 20545373, 20545316, 20545512, 20545348, 20545386, 20545546, 20545392, 20545487, 20545443, 20545450, 20545326, 20545374, 20545517, 20545585, 20545499, 20545677, 20545624, 20548527, 20545360, 20545371, 20545250]",123,,1564272646,"US Visa Forms DS-160, 260 Has Social Media Questions Now – Samples",story,https://redbus2us.com/us-visa-forms-ds-160-260-has-social-media-questions-now-samples/
chhum,0.0,20552726,[20552813],3,,1564391211,Go Language Team Rejects Its Try Proposal ahead of Schedule,story,https://www.infoq.com/news/2019/07/go-try-proposal-rejected/
hhs,6.0,20535059,"[20536663, 20536713, 20537325]",51,,1564151524,Gorillas found to live in ‘complex societies’,story,https://www.cam.ac.uk/gorillasociety
onetimemanytime,1.0,20547034,[20551053],3,,1564314573,A Doctor’s Deception,story,https://torontolife.com/city/greed-betrayal-medical-misconduct-north-york-general/
kgwgk,1.0,20529636,[20530405],46,,1564088317,Amazon.com Announces Second Quarter Sales Up 20% to $63.4B [pdf],story,https://ir.aboutamazon.com/system/files-encrypted/nasdaq_kms/assets/2019/07/25/15-04-00/AMZN-2019.6.30-EX99.1_072519_12pm.pdf
XnoiVeX,43.0,20546998,"[20547199, 20547266, 20547213]",39,,1564313761,How crooks stalled the rise of electric cars for 100 years (2017),story,https://www.newscientist.com/article/mg23531420-600-how-crooks-stalled-the-rise-of-electric-cars-for-100-years/
sohkamyung,4.0,20541940,"[20541974, 20542008]",40,,1564234145,Linus Torvalds: floppy driver marked as orphaned,story,https://github.com/torvalds/linux/commit/47d6a7607443ea43dbc4d0f371bf773540a8f8f4
mrep,0.0,20529121,[20530479],10,,1564085678,Amazon.com Announces Second Quarter Sales Up 20%,story,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-second-quarter-sales-20-634-billion
sthottingal,1.0,20541610,[20541860],23,,1564228833,GitHub starts blocking developers in countries facing US trade sanctions,story,https://www.zdnet.com/article/github-starts-blocking-developers-in-countries-facing-us-trade-sanctions/
based2,1.0,20541845,[20542104],17,,1564232532,UK made illegal copies and mismanaged Schengen travelers database,story,https://www.zdnet.com/article/uk-made-illegal-copies-and-mismanaged-schengen-travelers-database/
rchaudhary,2.0,20534105,[20534848],23,,1564142794,Tulsi Gabbard Sues Google for $50M,story,https://www.salon.com/2019/07/25/tulsi-gabbard-sues-google-for-50-million/
Tomte,0.0,20533859,[20537776],42,,1564138941,"Apple expected to adopt keyboard with scissor mechanism for upcoming 16"" MBP",story,https://www.macrumors.com/2019/07/25/kuo-16-inch-macbook-pro-scissor-keyboard/
babak_ap,5.0,20538069,"[20538607, 20538487]",21,,1564172716,"In a Lab Accident, Scientists Create the First-Ever Permanently Magnetic Liquid",story,https://www.livescience.com/66018-permanently-magnetic-liquids.html
samrat,1.0,20541303,[20541343],3,,1564222454,"How to Prove It: A Structured Approach, 3rd Edition",story,https://www.amazon.com/How-Prove-Structured-Daniel-Velleman-ebook/dp/B07TBM9LW6/ref=sr_1_2?keywords=daniel+velleman&qid=1564222090&s=gateway&sr=8-2
gscott,0.0,20545095,,15,,1564273170,'The Expanse’ Renewed for Season 5 at Amazon,story,https://variety.com/2019/tv/news/the-expanse-renewed-season-5-amazon-1203282087/
ForFreedom,3.0,20540342,"[20540635, 20541261, 20541262]",7,,1564200621,Apple contractors 'regularly hear confidential details' on Siri recordings,story,https://www.theguardian.com/technology/2019/jul/26/apple-contractors-regularly-hear-confidential-details-on-siri-recordings
gilad,1.0,20540138,[20540447],5,,1564196511,‘It snuck up on us’: Scientists stunned by asteroid that just missed Earth,story,https://beta.washingtonpost.com/nation/2019/07/26/it-snuck-up-us-city-killer-asteroid-just-missed-earth-scientists-almost-didnt-detect-it-time/
zakki,16.0,20554462,"[20554893, 20555034, 20554847, 20554836, 20554800, 20554472, 20554937, 20555058]",25,,1564407613,Apple lightning to HDMI adapter is a computer,story,https://twitter.com/nyan_satan/status/1155148789977636864
0mbre,29.0,20556336,"[20557430, 20557436, 20557440, 20557205, 20557317, 20556971, 20557291, 20557086, 20557364, 20557373, 20557150, 20556986, 20557169, 20557207, 20557009, 20556586, 20557250, 20556898, 20557012, 20556989]",47,"I am rather fond of the concepts described in &quot;Clean Code&quot; by Robert Martin but it seems that in real life, a really high-quality codebase is hard to come by.<p>While I am asking myself this question, the only one that popups to my mind would be Laravel: https:&#x2F;&#x2F;github.com&#x2F;laravel&#x2F;laravel (PHP)<p>One could think that a codebase as popular as React (https:&#x2F;&#x2F;github.com&#x2F;facebook&#x2F;react) would be a perfect example of &quot;clean code&quot; but with a glance, I personally don&#x27;t find it very expressive.<p>This may all be very subjective but I would love to see examples of codebases that member of this community have enjoyed working with",1564417683,Ask HN: What are the “best” codebases that you've ever encountered?,story,
maheshs,1.0,20557018,[20557417],2,"How to improve communication (listening, verbal and writing) when English is not your first language. I live where most of the population are not English speaking.
Any actionable advice which I can practice daily which you or your near ones did and helped them.<p>Few thing I considered like joining Toastmasters but nearest club is too far to my place.",1564421049,"Ask HN: How to improve communication (listening, verbal and writing)",story,
GarrisonPrime,4.0,20555977,"[20557366, 20557341, 20556365]",3,"I&#x27;m considering a career change, but the job market for software development has me confused.<p>On the one hand, it&#x27;s very common to hear about some supposed shortage of programmers. Yet on the other, few companies seem to have more than a couple openings at any point in time. And it seems every CS uni student or bootcamp grad complains about having to send out 300+ applications in hopes of landing 2-3 interviews.<p>WTF? That&#x27;s easily an order of magnitude worse odds than when I applied to medical schools. How can it be that hard to land a job if the market is supposedly desperate for talent?<p>Or is it only _experienced_ coders that are in demand? Are employers just lamenting how the majority of applicants have barely any experience and little depth of knowledge?<p>If that&#x27;s the case, encouraging people to go into the field on the pretense of a &quot;hot job market&quot; seems disingenuous. I don&#x27;t want to spend years of my life and who knows how much money learning a new skillset only to discover I&#x27;ve joined an ocean of low-skilled coders who won&#x27;t have any serious job prospects for 5+ more years. :&#x2F;",1564416079,Ask HN: Is There Really a Coder Shortage?,story,
foobar123321,115.0,20546906,"[20548092, 20553083, 20550889, 20551354, 20550787, 20554957, 20554694, 20553102, 20552208, 20547148, 20548799, 20551771, 20551379, 20551350, 20552250, 20551331, 20549426, 20554041, 20554797, 20551236, 20552560, 20552097, 20551762, 20551545, 20549398, 20552916, 20550775, 20551351, 20551094, 20552037, 20553486, 20552516, 20552257, 20552153, 20546951, 20554209, 20551467, 20550854, 20551026, 20553472, 20550826, 20551278]",158,"Hi HNers, I&#x27;ve built a lot of software in Python and Ruby over the years and recently, I&#x27;ve become interested in Lisp but am unsure which Lisp&#x2F;Scheme variant to learn for building production grade software.<p>Ideally, I would like to learn the most modern one i.e. robust package management, tooling, ecosystem, etc. Really the main requirement is that I would like to be able to build production ready software with a Lisp that I can use at and for my company.<p>I&#x27;ve looked into Clojure and like a lot about it, but don&#x27;t want to have to dig into the Java world. Is there any alternative out there? Any suggestions are appreciated :)",1564312098,Ask HN: Best Lisp for software development?,story,
qqq0018438871,5.0,20555169,"[20557378, 20556152, 20556863, 20555552]",5,"(Throwaway because you&#x27;d probably know which company it is if you saw my regular account.)<p>Joining a Series A company as their principle engineer (&lt;10 people) and their product is used by 40K users. Their entire stack is in spreadsheets. Origin story is that it started as a prototype, and grew from there. It&#x27;s all maintained really well, and the &quot;glue&quot; is in a normal programming language, but I can&#x27;t help but ponder... how common is this?",1564411876,Ask HN: Normal to get to 40K users with just spreadsheets?,story,
gorpgorp,0.0,20553659,[20554057],4,"Has anyone here made the move from engineer to trainer?<p>And maybe even moved back?<p>Thoughts on career impact moving to a training role, if you want to go back to engineering&#x2F;architecture in the future.",1564402226,Ask HN: Software Engineer to trainer career advice,story,
throwaway_yc,2.0,20555966,[20556106],5,"There are many posts here about people making money off side projects or businesses they manage on their own, but it seems like almost all of them are selling a product or a service. I&#x27;m wondering if anyone is making substantial money from a site that just generates content (and isn&#x27;t selling a service&#x2F;product) ? (Looking for examples of people doing this on their own, not big companies running news&#x2F;content sites)",1564416015,Ask HN: Passive income ideas from content website?,story,
allrightyeo,2.0,20552823,"[20556355, 20553123, 20553165]",3,"hello, so I have a customer which has little security policies implemented. and it has landed in my lap to take a look into it. the environment has no vpn for external access, the exchange authentication has simple password policy without two-factor. some attacks have been done to O365 cloud and some accounts were hacked. it is known that internal address directory has been leaked.<p>i was about to suggest them to use physical token generator (similar to whats used by baking authentication), as well use of vpn for all external connections (outside internal vlans). and the use of certificates for authentication wherever it is possible to implement. but then i remembered about some IT security specialized consultancies that offer full analysis of the current breaches in an organization. my suggestions, then, seem to be too basic and not to cover the overall needs of such organization.<p>the customer had some resistances to change like &quot;i am a manager, i dont want to use complicated passwords or two-factor auth.&quot; and so on.<p>please, can you help me with hints? where can i find a guideline for the minimum secure landscape to have in an organization? and how to evolve to a more advanced and secure scenario?<p>of course i would love to dive in deep text and learn about, but as well i need something more objective as a starting point.<p>thank you",1564392506,Infra and Corporate Security Guidelines?,story,
da02,7.0,20539187,"[20539984, 20540229, 20540691, 20540446]",40,"Based on the current content, it seems the domain has become another how-to tech blog using Wordpress. (Not that there&#x27;s anything wrong with that.)<p>Has this &quot;passing of the torch&quot; of whytheluckystiff.net been covered before on HN?",1564183292,Ask HN: What happened to https://whytheluckystiff.net/?,story,
vsenko,4.0,20551761,[20551850],3,Hi HN!<p>I&#x27;m looking for a manufacturer of tamper resistant server hardware for a side project.<p>The main requirement: in case of an attempt to access server internals the server has to be either shut down by its firmware or this event has to be obtainable from our software.<p>Access to server internals is something like this:<p>- attempt to open server chassis lid;<p>- attempt to drill a hole in server chassis;<p>- any other mechanical brute force attempt to access internal hardware like HDD or RAM.<p>Also it has to be tamper proof: after the tamper event the server should not boot in normal mode (looks like it has to be implemented in firmware) so it would be evident for the operator that tamper event took place.<p>And the last one: tamper detection should be active even while it&#x27;s powered off.<p>Could anyone please suggest a manufacturer of such hardware?,1564378587,Ask HN: Where can I find tamper resistant server hardware?,story,
register,53.0,20546513,"[20547210, 20547280, 20547050, 20547516, 20551848, 20547434, 20546722, 20547154, 20547409, 20548152, 20546847, 20547354, 20547008, 20547161, 20547000, 20546900, 20547082, 20547445, 20547835]",78,I have seen many discussions about how to invest but they seem targetted at the USA market. The main assumption is that one can expect to have a 6-7% return by investing in good ETFs. I have researched a little bit and I don&#x27;t see how that can be achieved investing in the European bonds&#x2F;stocks. At the moment the safest bet seems to park money in monetary&#x2F;government bonds that however don&#x27;t return more than 1.5% on average. Can somebody provide some suggestion references about good investment strategies with a low risk profile in an european context?,1564303993,Ask HN: How to invest safely in Europe?,story,
wing328hk,1.0,20551269,[20551949],2,"We&#x27;ve added the OCaml client generator to the OpenAPI Generator project (https:&#x2F;&#x2F;github.com&#x2F;OpenAPITools&#x2F;openapi-generator). To generate an OCaml client given an OpenAPI&#x2F;Swagger specification file, please follow 3 simple steps below:<p>1. Download the Java JAR (https:&#x2F;&#x2F;oss.sonatype.org&#x2F;content&#x2F;repositories&#x2F;snapshots&#x2F;org&#x2F;openapitools&#x2F;openapi-generator-cli&#x2F;4.1.0-SNAPSHOT&#x2F;openapi-generator-cli-4.1.0-20190729.024538-72.jar)<p>2. Rename the JAR as &quot;openapi-generator-cli.jar&quot;<p>3. Run the following command to generate a Java API client for the Petstore API (https:&#x2F;&#x2F;raw.githubusercontent.com&#x2F;OpenAPITools&#x2F;openapi-generator&#x2F;master&#x2F;modules&#x2F;openapi-generator&#x2F;src&#x2F;test&#x2F;resources&#x2F;2_0&#x2F;petstore.yaml):<p>Mac&#x2F;Linux:<p>&gt; java -jar openapi-generator-cli.jar generate -g ocaml -i https:&#x2F;&#x2F;raw.githubusercontent.com&#x2F;OpenAPITools&#x2F;openapi-generator&#x2F;master&#x2F;modules&#x2F;openapi-generator&#x2F;src&#x2F;test&#x2F;resources&#x2F;2_0&#x2F;petstore.yaml -o &#x2F;var&#x2F;tmp&#x2F;ocaml&#x2F;<p>Windows:<p>&gt; java -jar openapi-generator-cli.jar generate -g ocaml -i https:&#x2F;&#x2F;raw.githubusercontent.com&#x2F;OpenAPITools&#x2F;openapi-generator&#x2F;master&#x2F;modules&#x2F;openapi-generator&#x2F;src&#x2F;test&#x2F;resources&#x2F;2_0&#x2F;petstore.yaml -o C:\tmp\ocaml<p>If you&#x27;ve any feedback or question, please let us know via https:&#x2F;&#x2F;github.com&#x2F;OpenAPITools&#x2F;openapi-generator&#x2F;issues&#x2F;new.<p>Thanks Christophe Gensoul (https:&#x2F;&#x2F;twitter.com&#x2F;cgensoul) for contributing the new generator (https:&#x2F;&#x2F;github.com&#x2F;OpenAPITools&#x2F;openapi-generator&#x2F;pull&#x2F;3446).",1564370181,OpenAPI Generator now supports OCaml client generator,story,
8x8squares,11.0,20549310,"[20549820, 20553344, 20549502, 20551815, 20550145, 20550093, 20549418, 20549647, 20549857]",13,"A tech company engineering director says how she hosts some team activities for employees to have <i>fun</i> together.<p>Link: https:&#x2F;&#x2F;www.linkedin.com&#x2F;feed&#x2F;news&#x2F;should-engineers-have-fun-at-work-5042514&#x2F;<p>I also saw comments from other users about how <i>fun</i> that workplace is.<p>My reaction to that post was quite contrary to the majority of comments. I absolutely didn&#x27;t find that fun. It is something I wouldn&#x27;t enjoy at all. I communicate well during meetings, and I work well with my team to solve the tasks at hand.<p>But when almost all of the top tech companies have such supposedly <i>fun</i> activities for team bonding, or other reasons, I think it alienates people like me who are good engineers but don&#x27;t enjoy such activities.<p>Another comment on that post, is relieving and shares similar opinion of mine:<p>&gt; For any software engineer truly suited to their job, the work required should already be &quot;fun&quot;, <i>in and of itself</i>.  If not, then said engineer is in the wrong line of work and should find something they <i>would</i> enjoy doing every day for the rest of their career. 
For many, being forced to endure such irrelevant social engagement is an uncomfortable disincentive they would do anything to avoid.  &quot;Community&quot; isn&#x27;t something you can <i>impose</i>, it can only be &quot;nurtured&quot;!  It develops organically, not from what you <i>think</i> would be &quot;fun&quot; but what those on your team <i>actually enjoy</i>.  You learn this by observing and paying attention.  Then, when you learn what works, you simply do <i>more</i> of it. 
Follow through on this idea of imposing &quot;fun&quot; at work and you risk alienating all your best engineers.<p>Considering how STEM fields naturally attract introverts, shouldn&#x27;t managers at companies avoid or at least make their supposedly fun activities not mandatory? By imposing their definition of fun, aren&#x27;t they doing more harm than good?",1564341383,Shouldn't managers at companies make their supposedly fun activities optional?,story,
davidajackson,9.0,20550641,"[20550994, 20550830, 20550647]",4,"Hacker news recently requested a solution to the robocall epidemic. I&#x27;ve created one that is 100% effective and uses number forwarding, temporary PINs and whitelist requests. The app is called CallStop and will be released on iPhone first.<p>I&#x27;m looking for Beta testers. The app takes 30 seconds to set up and will block 100% of all robocalls forever. It can be easily toggled to let anyone reach you whenever you want. You can also set and manage direct PINs from within the app which you can then throw in your email footer, Slack, or wherever people reach you from the most.<p>You can drop an email in the form here and I&#x27;ll send out invites in the near future:
https:&#x2F;&#x2F;www.callstop.com&#x2F;<p>In case you&#x27;re curious, here&#x27;s the default message unknown callers here when calling you once CallStop is set up:
https:&#x2F;&#x2F;gainsboro-flounder-4736.twil.io&#x2F;assets&#x2F;Default_Placeholder.wav<p>This is easily customizable from within the app and you can record your own personalized message. The product has a similar interface to WhatsApp.<p>There&#x27;s no cost to try or use CallStop right now, but I may have limited Beta spots. I want great feedback and to keep improving it.<p>It&#x27;s just like Adblock, but for phone calls. See the comment section for a brief technical explanation, and try it out by calling: 650-300-0574<p>Thanks everyone.",1564360691,"Ask HN: Looking for Beta Testers for CallStop, a 100% Effective Robocall Blocker",story,
inoda,2.0,20550436,[20552340],6,"Hey everyone,<p>I&#x27;ve experienced some pain as both an API consumer and provider. There are lots of consequential pains, these are the &quot;main&quot; ones IMO. I&#x27;m curious if anybody else resonates with these problems:<p>1. As a consumer and provider: Having to look at&#x2F;manage different services for API docs, status, and change-logs.<p>2. As a consumer: Being able to subscribe to API statuses but typically not API docs (e.g. email me for a major API change).<p>3. As a provider: API documentation generation tools being heavy (cloning repos, running scripts, self-hosting, etc rather than having a nice hosted web UI) and inaccessible to non-engineers.",1564357112,Ask HN: Do you have these pain points when consuming/building APIs?,story,
nikolamilosevic,2.0,20543880,"[20554703, 20545847]",14,"I have created Udemy course on Malware analysis, basically transferring course I was teaching. I would like to invite people to have a look and let me know if they are missing any content and generally what they think, how the course can be improved. Also, reviews are welcome (hope for good ones :)). I have created 100 free coupons, so if you are interested, please enroll using the following link:https:&#x2F;&#x2F;www.udemy.com&#x2F;malware-analysis-and-reverse-engineering&#x2F;?couponCode=HACKNEWS",1564258327,New Udemy Course on Malware Analysis,story,
memset,10.0,20548849,"[20549788, 20549389, 20556962, 20548997, 20555200, 20549659, 20549369, 20549045, 20548900]",8,"I just got married, and am working on a little app to download our sundry financial data via .ofx and let us do some light categorization and reporting. Nothing too complicated.<p>In order to make this at all usable, I more or less need:<p>1. A running instance of a db (mongo, postgres)<p>2. A web server<p>3. My python application which knows how to read and parse and store our data<p>4. Some frontend code to display charts (vue.js, chart.js)<p>5. Design a light HTTP API layer to surface data to said frontend<p>It seems like a lot! Lots of layers in different systems, and lots of documentation across different libraries:<p>1. DB schema<p>2. HTTP restful schema<p>3. Figure out which pieces of Vuetify (or bootstrap) to use for my UX<p>4. vue controllers<p>In a previous life, I might have cracked open Visual Basic, written my logic, bound to a local MS Access database, and drag-and-drop form controls for a GUI. I&#x27;d be <i>done</i> by now.<p>Is there a modern equivalent of the sheer ease and speed of VB programming for small utilities that I&#x27;d want to write for myself?",1564336472,Ask HN: What is the modern equivalent of Visual Basic?,story,
napolux,32.0,20534533,"[20535322, 20534669, 20539637, 20537528, 20552354, 20536469, 20538815, 20535816, 20536835, 20539713, 20539461, 20536618, 20541157, 20534659, 20535383]",49,As per title. I would like to test some ideas online but I don’t have a registered company. How can I accept payments on a website as an individual with something similar to stripe or more complex e-commerce solutions like Shopify?<p>I would like to avoid crypto if possible<p>Is PayPal.me viable? Or is there something I’m not aware of?,1564147126,"Ask HN: I don’t have a company, how can I be paid on the internet?",story,
